#DataThief /Users/yenhsun/Dropbox/./Thesis/zp_mu.png 星期一 7-十一月-2022 11:01:48 下午
-6.0059, -2.7072
-5.0029, -2.8851
-4.0235, -3.5495
-2.176, -4.9868
0.0997, -6.6663
0.2229, -6.7471
0.3578, -6.8731
0.5103, -6.9898
0.6334, -7.1067
0.7801, -7.2415
0.9912, -7.4482
1.1554, -7.637
1.3431, -7.8348
1.5072, -8.0056
1.4897, -9.9245
1.3138, -9.7988
1.173, -9.673
1.0088, -9.5743
0.8622, -9.5026
0.7214, -9.4578
0.5806, -9.4221
0.4163, -9.3955
0.2287, -9.3869
-0.1232, -9.3877
-6.5748, -9.4022
