# time       flux         exit_code
3.00760e+04  1.54644e-18  0
3.31227e+04  1.54634e-18  0
3.64781e+04  1.54633e-18  0
4.01734e+04  1.54651e-18  0
4.42431e+04  1.54626e-18  0
4.87250e+04  1.54582e-18  0
5.36609e+04  1.54613e-18  0
5.90968e+04  1.54586e-18  0
6.50834e+04  1.54650e-18  0
7.16764e+04  1.54638e-18  0
7.89374e+04  1.54622e-18  0
8.69339e+04  1.54667e-18  0
9.57404e+04  1.54653e-18  0
1.05439e+05  1.54655e-18  0
1.16120e+05  1.54615e-18  0
1.27883e+05  1.54655e-18  0
1.40838e+05  1.54654e-18  0
1.55105e+05  1.54643e-18  0
1.70818e+05  1.54604e-18  0
1.88122e+05  1.54665e-18  0
2.07179e+05  1.54632e-18  0
2.28166e+05  1.54674e-18  0
2.51280e+05  1.54636e-18  0
2.76735e+05  1.54647e-18  0
3.04769e+05  1.54662e-18  0
3.35642e+05  1.54647e-18  0
3.69643e+05  1.54672e-18  0
4.07089e+05  1.54663e-18  0
4.48328e+05  1.54691e-18  0
4.93744e+05  1.54655e-18  0
5.43761e+05  1.54692e-18  0
5.98845e+05  1.54686e-18  0
6.59509e+05  1.54708e-18  0
7.26318e+05  1.54719e-18  0
7.99895e+05  1.54729e-18  0
8.80926e+05  1.54698e-18  0
9.70165e+05  1.54703e-18  0
1.06844e+06  1.54713e-18  0
1.17668e+06  1.54744e-18  0
1.29588e+06  1.54742e-18  0
1.42715e+06  1.54729e-18  0
1.57173e+06  1.54764e-18  0
1.73094e+06  1.54806e-18  0
1.90629e+06  1.54825e-18  0
2.09940e+06  1.54819e-18  0
2.31208e+06  1.54875e-18  0
2.54629e+06  1.54886e-18  0
2.80424e+06  1.54922e-18  0
3.08831e+06  1.54926e-18  0
3.40116e+06  1.54923e-18  0
3.74570e+06  1.55025e-18  0
4.12515e+06  1.55039e-18  0
4.54303e+06  1.55074e-18  0
5.00325e+06  1.55162e-18  0
5.51009e+06  1.55186e-18  0
6.06827e+06  1.55268e-18  0
6.68299e+06  1.55388e-18  0
7.35999e+06  1.55471e-18  0
8.10557e+06  1.55564e-18  0
8.92668e+06  1.55715e-18  0
9.83096e+06  1.55806e-18  0
1.08269e+07  1.55978e-18  0
1.19236e+07  1.56176e-18  0
1.31315e+07  1.56390e-18  0
1.44618e+07  1.56627e-18  0
1.59268e+07  1.56957e-18  0
1.75402e+07  1.57269e-18  0
1.93170e+07  1.57679e-18  0
2.12739e+07  1.58178e-18  0
2.34289e+07  1.58777e-18  0
2.58023e+07  1.59503e-18  0
2.84161e+07  1.60455e-18  0
3.12947e+07  1.61686e-18  0
3.44649e+07  1.63343e-18  0
3.79563e+07  1.65984e-18  0
4.18013e+07  1.72372e-18  0
4.60359e+07  3.27844e-18  0
5.06994e+07  3.25740e-18  0
5.58353e+07  3.24918e-18  0
6.14915e+07  3.24891e-18  0
6.77207e+07  3.24320e-18  0
7.45809e+07  3.24798e-18  0
8.21361e+07  3.24368e-18  0
9.04566e+07  3.24979e-18  0
9.96200e+07  3.24956e-18  0
1.09712e+08  3.25253e-18  0
1.20826e+08  3.25238e-18  0
1.33065e+08  3.26089e-18  0
1.46545e+08  3.26516e-18  0
1.61390e+08  3.27229e-18  0
1.77740e+08  3.27811e-18  0
1.95745e+08  3.28546e-18  0
2.15574e+08  3.29920e-18  0
2.37412e+08  3.31082e-18  0
2.61462e+08  3.32447e-18  0
2.87949e+08  3.33980e-18  0
3.17119e+08  3.35756e-18  0
3.49243e+08  3.37646e-18  0
3.84622e+08  3.39634e-18  0
4.23585e+08  3.42299e-18  0
4.66495e+08  3.44318e-18  0
5.13751e+08  3.47072e-18  0
5.65795e+08  3.49492e-18  0
6.23111e+08  3.51910e-18  0
6.86233e+08  3.54129e-18  0
7.55750e+08  3.55684e-18  0
8.32308e+08  3.56500e-18  0
9.16623e+08  3.55453e-18  0
1.00948e+09  3.51572e-18  0
1.11174e+09  3.42779e-18  0
1.22436e+09  3.24111e-18  0
1.34839e+09  2.86580e-18  0
1.48498e+09  2.17118e-18  0
1.63542e+09  1.12749e-18  0
1.80109e+09  2.03917e-19  0
1.98354e+09  3.51142e-22  0
2.18447e+09  0.00000e+00  0
