# time       flux         exit_code
8.92668e+06  1.64573e-18  0
9.83096e+06  1.65726e-18  0
1.08269e+07  1.66966e-18  0
1.19236e+07  1.68425e-18  0
1.31315e+07  1.70011e-18  0
1.44618e+07  1.71881e-18  0
1.59268e+07  1.73986e-18  0
1.75402e+07  1.76439e-18  0
1.93170e+07  1.79238e-18  0
2.12739e+07  1.82495e-18  0
2.34289e+07  1.86389e-18  0
2.58023e+07  1.91068e-18  0
2.84161e+07  1.96703e-18  0
3.12947e+07  2.03804e-18  0
3.44649e+07  2.13281e-18  0
3.79563e+07  2.27287e-18  0
4.18013e+07  2.59258e-18  0
4.60359e+07  9.89287e-18  0
5.06994e+07  9.82897e-18  0
5.58353e+07  9.82445e-18  0
6.14915e+07  9.83324e-18  0
6.77207e+07  9.86021e-18  0
7.45809e+07  9.88443e-18  0
8.21361e+07  9.92511e-18  0
9.04566e+07  9.96512e-18  0
9.96200e+07  1.00125e-17  0
1.09712e+08  1.00697e-17  0
1.20826e+08  1.01339e-17  0
1.33065e+08  1.01940e-17  0
1.46545e+08  1.02548e-17  0
1.61390e+08  1.03149e-17  0
1.77740e+08  1.04026e-17  0
1.95745e+08  1.04909e-17  0
2.15574e+08  1.05766e-17  0
2.37412e+08  1.06600e-17  0
2.61462e+08  1.07575e-17  0
2.87949e+08  1.08614e-17  0
3.17119e+08  1.09760e-17  0
3.49243e+08  1.10910e-17  0
3.84622e+08  1.12118e-17  0
4.23585e+08  1.13297e-17  0
4.66495e+08  1.14522e-17  0
5.13751e+08  1.15748e-17  0
5.65795e+08  1.16911e-17  0
6.23111e+08  1.17883e-17  0
6.86233e+08  1.18773e-17  0
7.55750e+08  1.19283e-17  0
8.32308e+08  1.19336e-17  0
9.16623e+08  1.18754e-17  0
1.00948e+09  1.16935e-17  0
1.11174e+09  1.13210e-17  0
1.22436e+09  1.06018e-17  0
1.34839e+09  9.26290e-18  0
1.48498e+09  6.92664e-18  0
1.63542e+09  3.54400e-18  0
1.80109e+09  6.31689e-19  0
1.98354e+09  1.07097e-21  0
2.18447e+09  0.00000e+00  0
