# time       flux         exit_code
5.43761e+05  1.55257e-18  0
5.98845e+05  1.55337e-18  0
6.59509e+05  1.55411e-18  0
7.26318e+05  1.55499e-18  0
7.99895e+05  1.55557e-18  0
8.80926e+05  1.55667e-18  0
9.70165e+05  1.55780e-18  0
1.06844e+06  1.55932e-18  0
1.17668e+06  1.56034e-18  0
1.29588e+06  1.56137e-18  0
1.42715e+06  1.56317e-18  0
1.57173e+06  1.56495e-18  0
1.73094e+06  1.56703e-18  0
1.90629e+06  1.56913e-18  0
2.09940e+06  1.57170e-18  0
2.31208e+06  1.57444e-18  0
2.54629e+06  1.57700e-18  0
2.80424e+06  1.58021e-18  0
3.08831e+06  1.58418e-18  0
3.40116e+06  1.58799e-18  0
3.74570e+06  1.59285e-18  0
4.12515e+06  1.59746e-18  0
4.54303e+06  1.60307e-18  0
5.00325e+06  1.60886e-18  0
5.51009e+06  1.61597e-18  0
6.06827e+06  1.62357e-18  0
6.68299e+06  1.63236e-18  0
7.35999e+06  1.64179e-18  0
8.10557e+06  1.65285e-18  0
8.92668e+06  1.66510e-18  0
9.83096e+06  1.67890e-18  0
1.08269e+07  1.69505e-18  0
1.19236e+07  1.71282e-18  0
1.31315e+07  1.73353e-18  0
1.44618e+07  1.75758e-18  0
1.59268e+07  1.78578e-18  0
1.75402e+07  1.81902e-18  0
1.93170e+07  1.85884e-18  0
2.12739e+07  1.90726e-18  0
2.34289e+07  1.96739e-18  0
2.58023e+07  2.04547e-18  0
2.84161e+07  2.15154e-18  0
3.12947e+07  2.30824e-18  0
3.44649e+07  2.57077e-18  0
3.79563e+07  3.16861e-18  0
4.18013e+07  7.53565e-18  0
4.60359e+07  8.81369e-15  0
5.06994e+07  3.56019e-15  0
5.58353e+07  2.14952e-15  0
6.14915e+07  1.49744e-15  0
6.77207e+07  1.12292e-15  0
7.45809e+07  8.81312e-16  0
8.21361e+07  7.11518e-16  0
9.04566e+07  5.88973e-16  0
9.96200e+07  4.94306e-16  0
1.09712e+08  4.21008e-16  0
1.20826e+08  3.61179e-16  0
1.33065e+08  3.12643e-16  0
1.46545e+08  2.72861e-16  0
1.61390e+08  2.38906e-16  0
1.77740e+08  2.10843e-16  0
1.95745e+08  1.86774e-16  0
2.15574e+08  1.66075e-16  0
2.37412e+08  1.48030e-16  0
2.61462e+08  1.32131e-16  0
2.87949e+08  1.18473e-16  0
3.17119e+08  1.06408e-16  0
3.49243e+08  9.58943e-17  0
3.84622e+08  8.65699e-17  0
4.23585e+08  7.82246e-17  0
4.66495e+08  7.08505e-17  0
5.13751e+08  6.42315e-17  0
5.65795e+08  5.83327e-17  0
6.23111e+08  5.30358e-17  0
6.86233e+08  4.82008e-17  0
7.55750e+08  4.37994e-17  0
8.32308e+08  3.97378e-17  0
9.16623e+08  3.59082e-17  0
1.00948e+09  3.22319e-17  0
1.11174e+09  2.85087e-17  0
1.22436e+09  2.45180e-17  0
1.34839e+09  1.97884e-17  0
1.48498e+09  1.37761e-17  0
1.63542e+09  6.65291e-18  0
1.80109e+09  1.13252e-18  0
1.98354e+09  1.85431e-21  0
2.18447e+09  0.00000e+00  0
