# time  flux
1.42018e+06  4.79486e-16
1.55588e+06  4.79655e-16
1.70455e+06  4.79460e-16
1.86743e+06  4.79374e-16
2.04587e+06  4.79245e-16
2.24136e+06  4.79893e-16
2.45552e+06  4.79865e-16
2.69016e+06  4.80345e-16
2.94721e+06  4.80196e-16
3.22882e+06  4.80900e-16
3.53735e+06  4.80695e-16
3.87535e+06  4.81173e-16
4.24565e+06  4.81425e-16
4.65134e+06  4.81721e-16
5.09579e+06  4.81654e-16
5.58271e+06  4.82646e-16
6.11615e+06  4.83417e-16
6.70057e+06  4.83749e-16
7.34083e+06  4.83891e-16
8.04227e+06  4.85185e-16
8.81073e+06  4.85295e-16
9.65262e+06  4.86312e-16
1.05750e+07  4.86959e-16
1.15854e+07  4.88110e-16
1.26925e+07  4.90073e-16
1.39053e+07  4.91720e-16
1.52339e+07  6.04499e-16
1.66896e+07  9.45305e-16
1.82843e+07  9.41521e-16
2.00315e+07  9.39833e-16
2.19455e+07  9.47571e-16
2.40425e+07  9.48364e-16
2.63398e+07  9.52154e-16
2.88567e+07  9.53556e-16
3.16140e+07  9.59369e-16
3.46348e+07  9.63267e-16
3.79443e+07  9.64992e-16
4.15700e+07  9.70344e-16
4.55421e+07  9.73980e-16
4.98938e+07  9.78465e-16
5.46613e+07  9.84108e-16
5.98844e+07  9.91750e-16
6.56065e+07  9.96949e-16
7.18754e+07  1.00568e-15
7.87434e+07  1.01256e-15
8.62675e+07  1.02162e-15
9.45106e+07  1.03462e-15
1.03541e+08  1.04601e-15
1.13435e+08  1.05945e-15
1.24274e+08  1.07474e-15
1.36149e+08  1.09087e-15
1.49158e+08  1.11098e-15
1.63411e+08  1.13417e-15
1.79025e+08  1.16008e-15
1.96132e+08  1.19075e-15
2.14873e+08  1.22440e-15
2.35405e+08  1.26497e-15
2.57898e+08  1.31038e-15
2.82541e+08  1.36662e-15
3.09539e+08  1.43578e-15
3.39116e+08  1.51539e-15
3.71520e+08  1.60905e-15
4.07020e+08  1.71707e-15
4.45912e+08  1.82781e-15
4.88520e+08  1.89831e-15
5.35199e+08  1.80864e-15
5.86339e+08  1.31874e-15
6.42366e+08  4.02132e-16
7.03746e+08  1.54537e-18
7.70991e+08  0.00000e+00
