# time  flux
8.21361e+07  1.56976e-16
9.04566e+07  1.57296e-16
9.96200e+07  1.58376e-16
1.09712e+08  1.59347e-16
1.20826e+08  1.60306e-16
1.33065e+08  1.61295e-16
1.46545e+08  1.62746e-16
1.61390e+08  1.64547e-16
1.77740e+08  1.65622e-16
1.95745e+08  1.67467e-16
2.15574e+08  1.69435e-16
2.37412e+08  1.71469e-16
2.61462e+08  1.73978e-16
2.87949e+08  1.76840e-16
3.17119e+08  1.80468e-16
3.49243e+08  1.83973e-16
3.84622e+08  1.88311e-16
4.23585e+08  1.92783e-16
4.66495e+08  1.98257e-16
5.13751e+08  2.04658e-16
5.65795e+08  2.12095e-16
6.23111e+08  2.20391e-16
6.86233e+08  2.30631e-16
7.55750e+08  2.42461e-16
8.32308e+08  2.56504e-16
9.16623e+08  2.73958e-16
1.00948e+09  2.94210e-16
1.11174e+09  3.18680e-16
1.22436e+09  3.45299e-16
1.34839e+09  3.67315e-16
1.48498e+09  3.64465e-16
1.63542e+09  2.85396e-16
1.80109e+09  1.00605e-16
1.98354e+09  6.12061e-19
2.18447e+09  0.00000e+00
