# time  flux
1.17444e+05  5.69077e-17
1.29356e+05  5.69089e-17
1.42477e+05  5.69048e-17
1.56929e+05  5.69075e-17
1.72846e+05  5.69089e-17
1.90378e+05  5.69075e-17
2.09688e+05  5.69160e-17
2.30957e+05  5.69121e-17
2.54383e+05  5.69168e-17
2.80185e+05  5.69158e-17
3.08604e+05  5.69193e-17
3.39906e+05  5.69139e-17
3.74382e+05  5.69282e-17
4.12356e+05  5.69275e-17
4.54181e+05  5.69220e-17
5.00249e+05  5.69296e-17
5.50990e+05  5.69359e-17
6.06877e+05  5.69340e-17
6.68432e+05  5.69348e-17
7.36232e+05  5.69454e-17
8.10908e+05  5.69505e-17
8.93158e+05  5.69576e-17
9.83752e+05  5.69594e-17
1.08353e+06  5.69620e-17
1.19344e+06  5.69701e-17
1.31449e+06  5.69748e-17
1.44782e+06  5.69889e-17
1.59467e+06  5.69888e-17
1.75642e+06  5.69989e-17
1.93457e+06  5.70108e-17
2.13080e+06  5.70273e-17
2.34692e+06  5.70424e-17
2.58497e+06  5.70452e-17
2.84717e+06  5.70647e-17
3.13595e+06  5.70773e-17
3.45404e+06  5.71043e-17
3.80438e+06  5.71273e-17
4.19026e+06  5.71496e-17
4.61528e+06  5.71713e-17
5.08341e+06  5.72010e-17
5.59902e+06  5.72316e-17
6.16693e+06  5.72682e-17
6.79244e+06  5.73041e-17
7.48140e+06  5.73478e-17
8.24024e+06  5.73937e-17
9.07605e+06  5.74462e-17
9.99664e+06  5.75124e-17
1.10106e+07  5.75720e-17
1.21274e+07  5.76480e-17
1.33575e+07  5.77380e-17
1.47124e+07  5.78301e-17
1.62046e+07  5.79384e-17
1.78483e+07  5.80649e-17
1.96586e+07  5.82037e-17
2.16526e+07  5.83683e-17
2.38488e+07  5.85619e-17
2.62678e+07  5.88076e-17
2.89322e+07  5.91140e-17
3.18668e+07  5.95321e-17
3.50990e+07  6.01729e-17
3.86592e+07  6.15347e-17
4.25804e+07  7.36730e-17
4.68993e+07  4.92039e-15
5.16563e+07  5.23941e-15
5.68958e+07  5.59379e-15
6.26668e+07  6.00219e-15
6.90231e+07  6.48869e-15
7.60241e+07  7.08179e-15
8.37353e+07  7.81872e-15
9.22286e+07  8.74340e-15
1.01583e+08  9.93366e-15
1.11887e+08  1.14857e-14
1.23236e+08  1.35335e-14
1.35736e+08  1.62044e-14
1.49503e+08  1.95494e-14
1.64667e+08  2.29691e-14
1.81370e+08  2.43517e-14
1.99766e+08  2.06472e-14
2.20028e+08  1.37220e-14
2.42346e+08  8.96835e-15
2.66927e+08  6.41211e-15
2.94002e+08  4.89484e-15
3.23822e+08  3.90124e-15
3.56668e+08  3.19947e-15
3.92845e+08  2.68145e-15
4.32691e+08  2.28407e-15
4.76579e+08  1.97185e-15
5.24919e+08  1.72258e-15
5.78161e+08  1.51973e-15
6.36804e+08  1.35354e-15
7.01396e+08  1.21675e-15
7.72538e+08  1.10441e-15
8.50897e+08  1.01250e-15
9.37204e+08  9.38370e-16
1.03226e+09  8.80804e-16
1.13697e+09  8.37103e-16
1.25229e+09  8.03973e-16
1.37931e+09  7.69212e-16
1.51921e+09  6.98247e-16
1.67331e+09  5.12561e-16
1.84303e+09  1.73538e-16
2.02997e+09  1.04139e-18
2.23587e+09  0.00000e+00
