# time  flux
1.00000e+01  4.77978e-16
1.09555e+01  4.78542e-16
1.20024e+01  4.78244e-16
1.31492e+01  4.78653e-16
1.44057e+01  4.78066e-16
1.57822e+01  4.78343e-16
1.72902e+01  4.78060e-16
1.89424e+01  4.77823e-16
2.07524e+01  4.77893e-16
2.27353e+01  4.78077e-16
2.49077e+01  4.77963e-16
2.72877e+01  4.78257e-16
2.98952e+01  4.78259e-16
3.27517e+01  4.77761e-16
3.58813e+01  4.78484e-16
3.93098e+01  4.78196e-16
4.30660e+01  4.78123e-16
4.71811e+01  4.77934e-16
5.16894e+01  4.77928e-16
5.66285e+01  4.78169e-16
6.20395e+01  4.78307e-16
6.79676e+01  4.78077e-16
7.44621e+01  4.78166e-16
8.15771e+01  4.78090e-16
8.93721e+01  4.77901e-16
9.79119e+01  4.78411e-16
1.07268e+02  4.78202e-16
1.17517e+02  4.77757e-16
1.28747e+02  4.77970e-16
1.41049e+02  4.77657e-16
1.54526e+02  4.78446e-16
1.69292e+02  4.77839e-16
1.85468e+02  4.78144e-16
2.03190e+02  4.78049e-16
2.22606e+02  4.78400e-16
2.43876e+02  4.78055e-16
2.67179e+02  4.78048e-16
2.92709e+02  4.78243e-16
3.20678e+02  4.78314e-16
3.51320e+02  4.78399e-16
3.84890e+02  4.78195e-16
4.21667e+02  4.78067e-16
4.61959e+02  4.78243e-16
5.06101e+02  4.77920e-16
5.54460e+02  4.77778e-16
6.07440e+02  4.78115e-16
6.65483e+02  4.77948e-16
7.29072e+02  4.78227e-16
7.98737e+02  4.78155e-16
8.75059e+02  4.78105e-16
9.58673e+02  4.77728e-16
1.05028e+03  4.78117e-16
1.15063e+03  4.78161e-16
1.26058e+03  4.78058e-16
1.38103e+03  4.78101e-16
1.51300e+03  4.77748e-16
1.65757e+03  4.78464e-16
1.81595e+03  4.78411e-16
1.98947e+03  4.77496e-16
2.17957e+03  4.78095e-16
2.38784e+03  4.78365e-16
2.61600e+03  4.78182e-16
2.86597e+03  4.78331e-16
3.13982e+03  4.78169e-16
3.43984e+03  4.78098e-16
3.76853e+03  4.77921e-16
4.12862e+03  4.78268e-16
4.52313e+03  4.78059e-16
4.95532e+03  4.77955e-16
5.42882e+03  4.78070e-16
5.94756e+03  4.77833e-16
6.51587e+03  4.78007e-16
7.13848e+03  4.77987e-16
7.82058e+03  4.78167e-16
8.56786e+03  4.78335e-16
9.38655e+03  4.78100e-16
1.02835e+04  4.78206e-16
1.12661e+04  4.78013e-16
1.23426e+04  4.77985e-16
1.35220e+04  4.78019e-16
1.48140e+04  4.78179e-16
1.62296e+04  4.78021e-16
1.77803e+04  4.77404e-16
1.94793e+04  4.78309e-16
