# time  flux
4.95532e+03  4.78426e-16
5.42882e+03  4.77816e-16
5.94756e+03  4.78374e-16
6.51587e+03  4.78074e-16
7.13848e+03  4.78072e-16
7.82058e+03  4.77710e-16
8.56786e+03  4.78119e-16
9.38655e+03  4.77518e-16
1.02835e+04  4.77923e-16
1.12661e+04  4.77925e-16
1.23426e+04  4.78103e-16
1.35220e+04  4.77773e-16
1.48140e+04  4.78192e-16
1.62296e+04  4.78101e-16
1.77803e+04  4.78223e-16
1.94793e+04  4.77993e-16
2.13406e+04  4.78320e-16
2.33798e+04  4.78391e-16
2.56138e+04  4.77636e-16
2.80612e+04  4.77803e-16
3.07426e+04  4.78294e-16
3.36801e+04  4.78174e-16
3.68984e+04  4.78294e-16
4.04241e+04  4.78120e-16
4.42868e+04  4.78033e-16
4.85185e+04  4.78274e-16
5.31546e+04  4.78018e-16
5.82337e+04  4.78294e-16
6.37981e+04  4.78437e-16
6.98942e+04  4.78350e-16
7.65728e+04  4.78222e-16
8.38896e+04  4.78078e-16
9.19055e+04  4.77946e-16
1.00687e+05  4.78433e-16
1.10308e+05  4.78545e-16
1.20849e+05  4.78014e-16
1.32396e+05  4.78193e-16
1.45047e+05  4.78345e-16
1.58907e+05  4.78415e-16
1.74091e+05  4.78078e-16
1.90725e+05  4.78307e-16
2.08950e+05  4.78420e-16
2.28916e+05  4.78493e-16
2.50789e+05  4.77473e-16
2.74753e+05  4.78114e-16
3.01006e+05  4.78271e-16
3.29768e+05  4.78074e-16
3.61279e+05  4.78384e-16
3.95800e+05  4.78163e-16
4.33620e+05  4.78265e-16
4.75054e+05  4.78285e-16
5.20447e+05  4.78169e-16
5.70177e+05  4.78197e-16
6.24659e+05  4.78399e-16
6.84347e+05  4.78460e-16
7.49739e+05  4.78199e-16
8.21378e+05  4.78111e-16
8.99864e+05  4.78507e-16
9.85848e+05  4.78778e-16
1.08005e+06  4.78980e-16
1.18325e+06  4.79155e-16
1.29631e+06  4.78376e-16
1.42018e+06  4.79006e-16
1.55588e+06  4.79121e-16
1.70455e+06  4.79234e-16
1.86743e+06  4.79250e-16
2.04587e+06  4.79109e-16
2.24136e+06  4.79328e-16
2.45552e+06  4.79354e-16
2.69016e+06  4.79701e-16
2.94721e+06  4.79858e-16
3.22882e+06  4.79573e-16
3.53735e+06  4.79753e-16
3.87535e+06  4.80327e-16
4.24565e+06  4.80462e-16
4.65134e+06  4.80657e-16
5.09579e+06  4.80866e-16
5.58271e+06  4.80703e-16
6.11615e+06  4.81420e-16
6.70057e+06  4.81818e-16
7.34083e+06  4.81978e-16
8.04227e+06  4.82939e-16
8.81073e+06  4.83049e-16
9.65262e+06  4.83979e-16
1.05750e+07  4.84181e-16
1.15854e+07  4.85062e-16
1.26925e+07  4.86429e-16
1.39053e+07  4.87754e-16
1.52339e+07  6.83777e-16
1.66896e+07  7.92133e-16
1.82843e+07  7.97774e-16
2.00315e+07  7.95786e-16
2.19455e+07  7.94090e-16
2.40425e+07  8.00825e-16
2.63398e+07  8.00318e-16
2.88567e+07  8.03302e-16
3.16140e+07  8.05735e-16
3.46348e+07  8.08371e-16
3.79443e+07  8.11314e-16
4.15700e+07  8.13076e-16
4.55421e+07  8.17232e-16
4.98938e+07  8.18598e-16
5.46613e+07  8.25972e-16
5.98844e+07  8.29739e-16
6.56065e+07  8.34028e-16
7.18754e+07  8.39279e-16
7.87434e+07  8.45346e-16
8.62675e+07  8.54266e-16
9.45106e+07  8.63041e-16
1.03541e+08  8.68806e-16
1.13435e+08  8.79969e-16
1.24274e+08  8.91403e-16
1.36149e+08  9.04388e-16
1.49158e+08  9.19123e-16
1.63411e+08  9.35003e-16
1.79025e+08  9.54529e-16
1.96132e+08  9.77624e-16
2.14873e+08  1.00403e-15
2.35405e+08  1.03500e-15
2.57898e+08  1.07148e-15
2.82541e+08  1.11230e-15
3.09539e+08  1.16703e-15
3.39116e+08  1.22550e-15
3.71520e+08  1.29994e-15
4.07020e+08  1.38211e-15
4.45912e+08  1.46551e-15
4.88520e+08  1.51825e-15
5.35199e+08  1.44315e-15
5.86339e+08  1.05118e-15
6.42366e+08  3.20130e-16
7.03746e+08  1.23030e-18
7.70991e+08  0.00000e+00
