# time  flux
1.18424e+06  2.19482e-17
1.30748e+06  2.19845e-17
1.44355e+06  2.19726e-17
1.59377e+06  2.19763e-17
1.75963e+06  2.19822e-17
1.94275e+06  2.19917e-17
2.14492e+06  2.19784e-17
2.36814e+06  2.19852e-17
2.61458e+06  2.19866e-17
2.88667e+06  2.19767e-17
3.18708e+06  2.20013e-17
3.51875e+06  2.20018e-17
3.88493e+06  2.19988e-17
4.28922e+06  2.20344e-17
4.73559e+06  2.20279e-17
5.22840e+06  2.20228e-17
5.77251e+06  2.20500e-17
6.37323e+06  2.20301e-17
7.03647e+06  2.20660e-17
7.76873e+06  2.20686e-17
8.57720e+06  2.20765e-17
9.46980e+06  2.20974e-17
1.04553e+07  2.21118e-17
1.15433e+07  2.21267e-17
1.27446e+07  2.21465e-17
1.40709e+07  2.21547e-17
1.55352e+07  2.22008e-17
1.71519e+07  2.22266e-17
1.89368e+07  2.22450e-17
2.09075e+07  2.22515e-17
2.30833e+07  2.23234e-17
2.54855e+07  2.23595e-17
2.81377e+07  2.23830e-17
3.10659e+07  2.24571e-17
3.42988e+07  2.25115e-17
3.78682e+07  2.25721e-17
4.18090e+07  2.26652e-17
4.61599e+07  2.27432e-17
5.09636e+07  2.28328e-17
5.62672e+07  2.29503e-17
6.21227e+07  2.30888e-17
6.85876e+07  2.33124e-17
7.57253e+07  4.09855e-17
8.36058e+07  4.09461e-17
9.23063e+07  4.13177e-17
1.01912e+08  4.15550e-17
1.12518e+08  4.17026e-17
1.24227e+08  4.20140e-17
1.37155e+08  4.21580e-17
1.51429e+08  4.25176e-17
1.67187e+08  4.29528e-17
1.84586e+08  4.33656e-17
2.03795e+08  4.36811e-17
2.25003e+08  4.41304e-17
2.48419e+08  4.47161e-17
2.74271e+08  4.52939e-17
3.02813e+08  4.59519e-17
3.34326e+08  4.66556e-17
3.69118e+08  4.75028e-17
4.07531e+08  4.84829e-17
4.49941e+08  4.95648e-17
4.96765e+08  5.07720e-17
5.48462e+08  5.21164e-17
6.05538e+08  5.36832e-17
6.68554e+08  5.55013e-17
7.38128e+08  5.75802e-17
8.14943e+08  6.02115e-17
8.99751e+08  6.28964e-17
9.93385e+08  6.63001e-17
1.09676e+09  7.02431e-17
1.21090e+09  7.51175e-17
1.33691e+09  8.09512e-17
1.47604e+09  8.80655e-17
1.62965e+09  9.67013e-17
1.79924e+09  1.07165e-16
1.98648e+09  1.19292e-16
2.19321e+09  1.31049e-16
2.42145e+09  1.34666e-16
2.67344e+09  1.10575e-16
2.95165e+09  4.20170e-17
3.25882e+09  3.14979e-19
3.59796e+09  0.00000e+00
