# time  flux
1.61390e+08  8.11731e-17
1.77740e+08  8.14250e-17
1.95745e+08  8.16071e-17
2.15574e+08  8.20646e-17
2.37412e+08  8.25184e-17
2.61462e+08  8.29580e-17
2.87949e+08  8.35830e-17
3.17119e+08  8.42802e-17
3.49243e+08  8.49057e-17
3.84622e+08  8.57523e-17
4.23585e+08  8.66677e-17
4.66495e+08  8.79162e-17
5.13751e+08  8.94781e-17
5.65795e+08  9.10866e-17
6.23111e+08  9.30311e-17
6.86233e+08  9.53705e-17
7.55750e+08  9.81971e-17
8.32308e+08  1.01735e-16
9.16623e+08  1.06076e-16
1.00948e+09  1.11139e-16
1.11174e+09  1.17170e-16
1.22436e+09  1.23909e-16
1.34839e+09  1.28912e-16
1.48498e+09  1.25391e-16
1.63542e+09  9.66628e-17
1.80109e+09  3.37306e-17
1.98354e+09  2.04186e-19
2.18447e+09  0.00000e+00
